company_id,profit_margin,de_ratio,free_cash_flow,interest_coverage,profit_score,fcf_score,interest_score,de_score,health_score,health_label
M&M,6.029855568593684,1.652799680092003,-5692.25,3.005601252043121,0.06333110730141468,0.4127715236066276,0.2425505748594047,0.9802398927775575,38.73888827998051,WEAK
MARUTI,7.930660125108535,0.020886948345230676,2070.0,68.05231581545912,0.06636985672158432,0.5006163007057044,0.2661057771337445,0.9997502853226421,42.326705971946396,AVERAGE
MOTHERSON,3.2306342395420975,1.1547812597696396,1003.5833333333334,8.680088582976158,0.058856090571563144,0.4885477465650785,0.24460546260862367,0.9861939702757898,41.03810377178752,AVERAGE
NAUKRI,84.36008246645878,0.006088587192096385,-202.91666666666666,19.01095571095571,0.18855488728017678,0.4748938802801693,0.24834655340009848,0.9999272076724129,44.86893824826061,AVERAGE
NESTLEIND,13.63283419497848,0.09768060625158467,1766.4166666666667,75.8736139908468,0.07548572194251678,0.4971806718290692,0.2689380840658582,0.9988321759277101,42.535397013018944,AVERAGE
NHPC,35.89022110833812,0.7159168449276448,2676.0,6.390003358798635,0.11106782392435963,0.5074743553834127,0.24377615983686896,0.9914408298909305,43.26060517378916,AVERAGE
NTPC,13.014694966635913,1.3438234985976563,4006.8333333333335,4.833349120940171,0.074497524489353,0.522535292292516,0.24321245257371094,0.983933868852849,42.453910931987274,AVERAGE
ONGC,9.181464522677022,0.42995522666264857,11038.75,22.298625001303087,0.06836947373893083,0.6021149440896905,0.2495371087673456,0.9948596545110472,45.002467800426494,AVERAGE
PFC,22.590178031792203,8.379947640994466,-42166.083333333336,0.49791827097455993,0.08980551263172074,0.0,0.2416424739621426,0.8998132284879876,25.523279427954225,WEAK
PIDILITIND,13.490889863838278,0.0437722506059494,444.5833333333333,56.369870593367686,0.07525880053049139,0.4822215872171595,0.26187524278451196,0.9994766792517209,41.951450073154184,AVERAGE
PNB,1.0493965349450076,8.136311238131178,3910.8333333333335,0.0,0.0553690225364099,0.5214488677891167,0.2414621640776601,0.9027260324423063,40.18830064016513,AVERAGE
POWERGRID,31.3078390919758,2.1311690601270614,7234.333333333333,3.916797586876294,0.10374213089216913,0.559060657758363,0.24288054408417942,0.9745207301014733,44.23210914322902,AVERAGE
RECLTD,25.084538358088384,6.4680990281834125,-25847.5,1.5646282088147196,0.0937931587941038,0.18467613327184473,0.24202875893475834,0.92267040473098,31.648062035293222,WEAK
RELIANCE,8.271148846449119,0.6599374219724088,-11561.5,7.915873114849239,0.0669141840702335,0.34634967968395614,0.2443287191934684,0.9921100939361561,37.12669217521818,WEAK
SBILIFE,2.9265012187858535,0.0,495.8333333333333,138.98148148148147,0.05836988380332392,0.482801579465068,0.2917911765521033,1.0,42.07096742909383,AVERAGE
SBIN,8.491732551053442,0.0,15834.333333333334,-0.3038507114008644,0.06726682348398484,0.6563861861878855,0.24135213138782655,1.0,46.53663291791264,AVERAGE
SHREECEM,12.748575234616455,0.19576987870008106,342.4166666666667,14.47275368210643,0.07407208822942918,0.481065375028646,0.2467031457742276,0.9976594660317076,41.541376133860965,AVERAGE
SHRIRAMFIN,16.464085594678536,4.728892253222957,-9058.0,0.5048188987677212,0.08001194402027084,0.37468159368666654,0.2416449728690371,0.9434635551467061,37.34297669152299,WEAK
SIEMENS,10.368966922992382,0.0046802425610069165,692.5,75.20562120694484,0.07026789207870199,0.4850272407741152,0.2686961855280424,0.9999440451883271,42.03165859991191,AVERAGE
SUNPHARMA,17.706724106209673,0.1586798326222038,3220.6666666666665,53.264357765540886,0.08199850652268781,0.5136383055172824,0.2607506512764551,0.9981028974385574,43.046175335499356,AVERAGE
TATACONSUM,6.3367857890892765,0.1704087552869626,432.1666666666667,14.206242047552982,0.06382178585453938,0.48208106877010526,0.246606634589881,0.997962671873263,41.26847176800222,AVERAGE
TATAMOTORS,1.4664940279287455,1.6694309897823227,5584.0,5.630695734516689,0.05603582163504129,0.5403839642988837,0.2435011936867958,0.980041056544293,42.363438582639525,AVERAGE
TATAPOWER,4.740954838684893,2.6192543710129548,3232.5,1.6178813006664183,0.06127058701686329,0.5137722224265555,0.24204804334226024,0.9686854082575899,41.46595331529957,AVERAGE
TATASTEEL,2.7490876565285065,1.5342791010787384,6840.5,3.4692829782257086,0.05808625897846122,0.5546036766793133,0.2427184867504887,0.9816568699088924,42.86820520292086,AVERAGE
TCS,20.95282900197702,0.04384302144021616,26134.166666666668,342.33807345254394,0.08718794030009247,0.7729485957114525,0.36543218501577823,0.999475833148415,53.10225644363021,AVERAGE
TECHM,11.423930302211025,0.10669196605604607,2699.75,34.81723890257183,0.07195442494496293,0.5077431322787849,0.25407044276611757,0.998724440284909,42.446824377732966,AVERAGE
TITAN,6.610075677503845,0.6377505182511705,364.0833333333333,18.270421680033273,0.06425868479141937,0.48131057500337154,0.2480783856839196,0.9923753502777118,41.17615251307636,AVERAGE
